,Emotion,Source,Path,Sex
1712,neutral,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/YAF_gap_neutral.wav,Female
1713,surprise,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/YAF_gap_ps.wav,Female
1714,sad,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/YAF_gap_sad.wav,Female
1715,angry,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/YAF_gas_angry.wav,Female
1716,disgust,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/YAF_gas_disgust.wav,Female
1717,fear,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/YAF_gas_fear.wav,Female
1718,happy,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/YAF_gas_happy.wav,Female
1719,neutral,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/YAF_gas_neutral.wav,Female
1720,surprise,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/YAF_gas_ps.wav,Female
1721,sad,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/YAF_gas_sad.wav,Female
1722,angry,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/YAF_gaze_angry.wav,Female
1723,disgust,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/YAF_gaze_disgust.wav,Female
1724,fear,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/YAF_gaze_fear.wav,Female
1725,happy,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/YAF_gaze_happy.wav,Female
1726,neutral,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/YAF_gaze_neutral.wav,Female
1727,surprise,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/YAF_gaze_ps.wav,Female
1728,sad,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/YAF_gaze_sad.wav,Female
1729,angry,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/YAF_germ_angry.wav,Female
1730,disgust,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/YAF_germ_disgust.wav,Female
1731,fear,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/YAF_germ_fear.wav,Female
1732,happy,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/YAF_germ_happy.wav,Female
1733,neutral,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/YAF_germ_neutral.wav,Female
1734,surprise,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/YAF_germ_ps.wav,Female
1735,sad,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/YAF_germ_sad.wav,Female
1736,angry,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/YAF_get_angry.wav,Female
1737,disgust,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/YAF_get_disgust.wav,Female
1738,fear,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/YAF_get_fear.wav,Female
1739,happy,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/YAF_get_happy.wav,Female
1740,neutral,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/YAF_get_neutral.wav,Female
1741,surprise,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/YAF_get_ps.wav,Female
1742,sad,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/YAF_get_sad.wav,Female
1743,angry,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/YAF_gin_angry.wav,Female
1744,disgust,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/YAF_gin_disgust.wav,Female
1745,fear,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/YAF_gin_fear.wav,Female
1746,happy,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/YAF_gin_happy.wav,Female
1747,neutral,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/YAF_gin_neutral.wav,Female
1748,surprise,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/YAF_gin_ps.wav,Female
1749,sad,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/YAF_gin_sad.wav,Female
1750,angry,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/YAF_goal_angry.wav,Female
1751,disgust,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/YAF_goal_disgust.wav,Female
1752,fear,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/YAF_goal_fear.wav,Female
1753,happy,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/YAF_goal_happy.wav,Female
1754,neutral,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/YAF_goal_neutral.wav,Female
1755,surprise,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/YAF_goal_ps.wav,Female
1756,sad,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/YAF_goal_sad.wav,Female
1757,angry,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/YAF_good_angry.wav,Female
1758,disgust,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/YAF_good_disgust.wav,Female
1759,fear,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/YAF_good_fear.wav,Female
1760,happy,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/YAF_good_happy.wav,Female
1761,neutral,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/YAF_good_neutral.wav,Female
1762,surprise,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/YAF_good_ps.wav,Female
1763,sad,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/YAF_good_sad.wav,Female
1764,angry,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/YAF_goose_angry.wav,Female
1765,disgust,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/YAF_goose_disgust.wav,Female
1766,fear,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/YAF_goose_fear.wav,Female
1767,happy,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/YAF_goose_happy.wav,Female
1768,neutral,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/YAF_goose_neutral.wav,Female
1769,surprise,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/YAF_goose_ps.wav,Female
1770,sad,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/YAF_goose_sad.wav,Female
1771,angry,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/YAF_gun_angry.wav,Female
1772,disgust,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/YAF_gun_disgust.wav,Female
1773,fear,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/YAF_gun_fear.wav,Female
1774,happy,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/YAF_gun_happy.wav,Female
1775,neutral,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/YAF_gun_neutral.wav,Female
1776,surprise,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/YAF_gun_ps.wav,Female
1777,sad,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/YAF_gun_sad.wav,Female
1778,angry,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/YAF_half_angry.wav,Female
1779,disgust,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/YAF_half_disgust.wav,Female
1780,fear,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/YAF_half_fear.wav,Female
1781,happy,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/YAF_half_happy.wav,Female
1782,neutral,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/YAF_half_neutral.wav,Female
1783,surprise,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/YAF_half_ps.wav,Female
1784,sad,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/YAF_half_sad.wav,Female
1785,angry,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/YAF_hall_angry.wav,Female
1786,disgust,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/YAF_hall_disgust.wav,Female
1787,fear,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/YAF_hall_fear.wav,Female
1788,happy,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/YAF_hall_happy.wav,Female
1789,neutral,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/YAF_hall_neutral.wav,Female
1790,surprise,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/YAF_hall_ps.wav,Female
1791,sad,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/YAF_hall_sad.wav,Female
1792,angry,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/YAF_hash_angry.wav,Female
1793,disgust,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/YAF_hash_disgust.wav,Female
1794,fear,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/YAF_hash_fear.wav,Female
1795,happy,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/YAF_hash_happy.wav,Female
1796,neutral,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/YAF_hash_neutral.wav,Female
1797,surprise,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/YAF_hash_ps.wav,Female
1798,sad,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/YAF_hash_sad.wav,Female
1799,angry,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/YAF_hate_angry.wav,Female
1800,disgust,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/YAF_hate_disgust.wav,Female
1801,fear,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/YAF_hate_fear.wav,Female
1802,happy,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/YAF_hate_happy.wav,Female
1803,neutral,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/YAF_hate_neutral.wav,Female
1804,surprise,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/YAF_hate_ps.wav,Female
1805,sad,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/YAF_hate_sad.wav,Female
1806,angry,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/YAF_have_angry.wav,Female
1807,disgust,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/YAF_have_disgust.wav,Female
1808,fear,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/YAF_have_fear.wav,Female
1809,happy,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/YAF_have_happy.wav,Female
1810,neutral,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/YAF_have_neutral.wav,Female
1811,surprise,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/YAF_have_ps.wav,Female
1812,sad,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/YAF_have_sad.wav,Female
1813,angry,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/YAF_haze_angry.wav,Female
1814,disgust,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/YAF_haze_disgust.wav,Female
1815,fear,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/YAF_haze_fear.wav,Female
1816,happy,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/YAF_haze_happy.wav,Female
1817,neutral,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/YAF_haze_neutral.wav,Female
1818,surprise,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/YAF_haze_ps.wav,Female
1819,sad,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/YAF_haze_sad.wav,Female
1820,angry,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/YAF_hire_angry.wav,Female
1821,disgust,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/YAF_hire_disgust.wav,Female
1822,fear,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/YAF_hire_fear.wav,Female
1823,happy,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/YAF_hire_happy.wav,Female
1824,neutral,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/YAF_hire_neutral.wav,Female
1825,surprise,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/YAF_hire_ps.wav,Female
1826,sad,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/YAF_hire_sad.wav,Female
1827,angry,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/YAF_hit_angry.wav,Female
1828,disgust,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/YAF_hit_disgust.wav,Female
1829,fear,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/YAF_hit_fear.wav,Female
1830,happy,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/YAF_hit_happy.wav,Female
1831,neutral,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/YAF_hit_neutral.wav,Female
1832,surprise,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/YAF_hit_ps.wav,Female
1833,sad,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/YAF_hit_sad.wav,Female
1834,angry,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/YAF_hole_angry.wav,Female
1835,disgust,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/YAF_hole_disgust.wav,Female
1836,fear,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/YAF_hole_fear.wav,Female
1837,happy,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/YAF_hole_happy.wav,Female
1838,neutral,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/YAF_hole_neutral.wav,Female
1839,surprise,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/YAF_hole_ps.wav,Female
1840,sad,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/YAF_hole_sad.wav,Female
1841,angry,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/YAF_home_angry.wav,Female
1842,disgust,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/YAF_home_disgust.wav,Female
1843,fear,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/YAF_home_fear.wav,Female
1844,happy,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/YAF_home_happy.wav,Female
1845,neutral,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/YAF_home_neutral.wav,Female
1846,surprise,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/YAF_home_ps.wav,Female
1847,sad,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/YAF_home_sad.wav,Female
1848,angry,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/YAF_hurl_angry.wav,Female
1849,disgust,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/YAF_hurl_disgust.wav,Female
1850,fear,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/YAF_hurl_fear.wav,Female
1851,happy,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/YAF_hurl_happy.wav,Female
1852,neutral,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/YAF_hurl_neutral.wav,Female
1853,surprise,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/YAF_hurl_ps.wav,Female
1854,sad,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/YAF_hurl_sad.wav,Female
1855,angry,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/YAF_hush_angry.wav,Female
1856,disgust,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/YAF_hush_disgust.wav,Female
1857,fear,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/YAF_hush_fear.wav,Female
1858,happy,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/YAF_hush_happy.wav,Female
1859,neutral,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/YAF_hush_neutral.wav,Female
1860,surprise,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/YAF_hush_ps.wav,Female
1861,sad,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/YAF_hush_sad.wav,Female
1862,angry,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/YAF_jail_angry.wav,Female
1863,disgust,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/YAF_jail_disgust.wav,Female
1864,fear,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/YAF_jail_fear.wav,Female
1865,happy,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/YAF_jail_happy.wav,Female
1866,neutral,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/YAF_jail_neutral.wav,Female
1867,surprise,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/YAF_jail_ps.wav,Female
1868,sad,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/YAF_jail_sad.wav,Female
1869,angry,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/YAF_jar_angry.wav,Female
1870,disgust,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/YAF_jar_disgust.wav,Female
1871,fear,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/YAF_jar_fear.wav,Female
1872,happy,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/YAF_jar_happy.wav,Female
1873,neutral,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/YAF_jar_neutral.wav,Female
1874,surprise,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/YAF_jar_ps.wav,Female
1875,sad,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/YAF_jar_sad.wav,Female
1876,angry,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/YAF_join_angry.wav,Female
1877,disgust,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/YAF_join_disgust.wav,Female
1878,fear,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/YAF_join_fear.wav,Female
