,Unnamed: 0,Emotion,Source,Path,Sex,Duration
7762,320,surprise,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/OAF_gas_ps.wav,Female,2.4
7763,321,sad,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/OAF_gas_sad.wav,Female,2.7
7764,322,angry,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/OAF_gaze_angry.wav,Female,1.7
7765,323,disgust,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/OAF_gaze_disgust.wav,Female,2.6
7766,324,fear,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/OAF_gaze_fear.wav,Female,1.7
7767,325,happy,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/OAF_gaze_happy.wav,Female,2.1
7768,326,neutral,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/OAF_gaze_neutral.wav,Female,2.2
7769,327,surprise,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/OAF_gaze_ps.wav,Female,2.1
7770,328,sad,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/OAF_gaze_sad.wav,Female,3.0
7771,329,angry,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/OAF_germ_angry.wav,Female,1.5
7772,330,disgust,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/OAF_germ_disgust.wav,Female,2.6
7773,331,fear,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/OAF_germ_fear.wav,Female,1.7
7774,332,happy,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/OAF_germ_happy.wav,Female,2.2
7775,333,neutral,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/OAF_germ_neutral.wav,Female,2.1
7776,334,surprise,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/OAF_germ_ps.wav,Female,2.1
7777,335,sad,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/OAF_germ_sad.wav,Female,2.5
7778,336,angry,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/OAF_get_angry.wav,Female,1.6
7779,337,disgust,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/OAF_get_disgust.wav,Female,2.2
7780,338,fear,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/OAF_get_fear.wav,Female,1.3
7781,339,happy,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/OAF_get_happy.wav,Female,1.9
7782,340,neutral,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/OAF_get_neutral.wav,Female,1.9
7783,341,surprise,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/OAF_get_ps.wav,Female,1.9
7784,342,sad,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/OAF_get_sad.wav,Female,2.4
7785,343,angry,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/OAF_gin_angry.wav,Female,1.6
7786,344,disgust,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/OAF_gin_disgust.wav,Female,2.4
7787,345,fear,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/OAF_gin_fear.wav,Female,1.6
7788,346,happy,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/OAF_gin_happy.wav,Female,1.9
7789,347,neutral,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/OAF_gin_neutral.wav,Female,2.1
7790,348,surprise,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/OAF_gin_ps.wav,Female,2.1
7791,349,sad,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/OAF_gin_sad.wav,Female,2.7
7792,350,angry,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/OAF_goal_angry.wav,Female,1.5
7793,351,disgust,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/OAF_goal_disgust.wav,Female,2.4
7794,352,fear,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/OAF_goal_fear.wav,Female,1.6
7795,353,happy,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/OAF_goal_happy.wav,Female,2.0
7796,354,neutral,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/OAF_goal_neutral.wav,Female,1.9
7797,355,surprise,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/OAF_goal_ps.wav,Female,1.9
7798,356,sad,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/OAF_goal_sad.wav,Female,2.6
7799,357,angry,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/OAF_good_angry.wav,Female,1.5
7800,358,disgust,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/OAF_good_disgust.wav,Female,2.4
7801,359,fear,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/OAF_good_fear.wav,Female,1.5
7802,360,happy,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/OAF_good_happy.wav,Female,1.9
7803,361,neutral,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/OAF_good_neutral.wav,Female,1.9
7804,362,surprise,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/OAF_good_ps.wav,Female,1.8
7805,363,sad,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/OAF_good_sad.wav,Female,2.4
7806,364,angry,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/OAF_goose_angry.wav,Female,1.5
7807,365,disgust,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/OAF_goose_disgust.wav,Female,2.3
7808,366,fear,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/OAF_goose_fear.wav,Female,1.6
7809,367,happy,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/OAF_goose_happy.wav,Female,1.8
7810,368,neutral,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/OAF_goose_neutral.wav,Female,2.2
7811,369,surprise,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/OAF_goose_ps.wav,Female,2.1
7812,370,sad,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/OAF_goose_sad.wav,Female,2.5
7813,371,angry,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/OAF_gun_angry.wav,Female,1.5
7814,372,disgust,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/OAF_gun_disgust.wav,Female,2.5
7815,373,fear,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/OAF_gun_fear.wav,Female,1.7
7816,374,happy,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/OAF_gun_happy.wav,Female,2.0
7817,375,neutral,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/OAF_gun_neutral.wav,Female,2.0
7818,376,surprise,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/OAF_gun_ps.wav,Female,2.0
7819,377,sad,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/OAF_gun_sad.wav,Female,2.5
7820,378,angry,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/OAF_half_angry.wav,Female,1.7
7821,379,disgust,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/OAF_half_disgust.wav,Female,2.2
7822,380,fear,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/OAF_half_fear.wav,Female,1.7
7823,381,happy,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/OAF_half_happy.wav,Female,2.2
7824,382,neutral,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/OAF_half_neutral.wav,Female,1.9
7825,383,surprise,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/OAF_half_ps.wav,Female,2.0
7826,384,sad,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/OAF_half_sad.wav,Female,2.5
7827,385,angry,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/OAF_hall_angry.wav,Female,1.5
7828,386,disgust,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/OAF_hall_disgust.wav,Female,2.3
7829,387,fear,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/OAF_hall_fear.wav,Female,1.4
7830,388,happy,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/OAF_hall_happy.wav,Female,2.0
7831,389,neutral,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/OAF_hall_neutral.wav,Female,1.9
7832,390,surprise,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/OAF_hall_ps.wav,Female,2.1
7833,391,sad,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/OAF_hall_sad.wav,Female,2.4
7834,392,angry,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/OAF_hash_angry.wav,Female,1.7
7835,393,disgust,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/OAF_hash_disgust.wav,Female,2.6
7836,394,fear,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/OAF_hash_fear.wav,Female,1.8
7837,395,happy,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/OAF_hash_happy.wav,Female,2.0
7838,396,neutral,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/OAF_hash_neutral.wav,Female,2.2
7839,397,surprise,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/OAF_hash_ps.wav,Female,1.9
7840,398,sad,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/OAF_hash_sad.wav,Female,2.4
7841,399,angry,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/OAF_hate_angry.wav,Female,1.5
7842,400,disgust,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/OAF_hate_disgust.wav,Female,2.4
7843,401,fear,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/OAF_hate_fear.wav,Female,1.5
7844,402,happy,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/OAF_hate_happy.wav,Female,1.8
7845,403,neutral,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/OAF_hate_neutral.wav,Female,1.8
7846,404,surprise,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/OAF_hate_ps.wav,Female,2.0
7847,405,sad,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/OAF_hate_sad.wav,Female,2.3
7848,406,angry,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/OAF_have_angry.wav,Female,1.7
7849,407,disgust,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/OAF_have_disgust.wav,Female,2.5
7850,408,fear,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/OAF_have_fear.wav,Female,1.5
7851,409,happy,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/OAF_have_happy.wav,Female,2.1
7852,410,neutral,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/OAF_have_neutral.wav,Female,1.9
7853,411,surprise,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/OAF_have_ps.wav,Female,2.2
7854,412,sad,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/OAF_have_sad.wav,Female,2.4
7855,413,angry,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/OAF_haze_angry.wav,Female,1.6
7856,414,disgust,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/OAF_haze_disgust.wav,Female,2.4
7857,415,fear,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/OAF_haze_fear.wav,Female,1.6
7858,416,happy,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/OAF_haze_happy.wav,Female,2.0
7859,417,neutral,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/OAF_haze_neutral.wav,Female,2.0
7860,418,surprise,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/OAF_haze_ps.wav,Female,2.1
7861,419,sad,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/OAF_haze_sad.wav,Female,2.6
7862,420,angry,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/OAF_hire_angry.wav,Female,1.5
7863,421,disgust,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/OAF_hire_disgust.wav,Female,2.1
7864,422,fear,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/OAF_hire_fear.wav,Female,1.7
7865,423,happy,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/OAF_hire_happy.wav,Female,2.0
7866,424,neutral,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/OAF_hire_neutral.wav,Female,2.0
7867,425,surprise,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/OAF_hire_ps.wav,Female,2.1
7868,426,sad,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/OAF_hire_sad.wav,Female,2.5
7869,427,angry,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/OAF_hit_angry.wav,Female,1.4
7870,428,disgust,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/OAF_hit_disgust.wav,Female,2.4
7871,429,fear,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/OAF_hit_fear.wav,Female,1.6
7872,430,happy,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/OAF_hit_happy.wav,Female,2.0
7873,431,neutral,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/OAF_hit_neutral.wav,Female,1.9
7874,432,surprise,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/OAF_hit_ps.wav,Female,1.8
7875,433,sad,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/OAF_hit_sad.wav,Female,2.2
7876,434,angry,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/OAF_hole_angry.wav,Female,1.7
7877,435,disgust,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/OAF_hole_disgust.wav,Female,2.4
7878,436,fear,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/OAF_hole_fear.wav,Female,1.4
7879,437,happy,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/OAF_hole_happy.wav,Female,2.0
7880,438,neutral,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/OAF_hole_neutral.wav,Female,1.9
7881,439,surprise,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/OAF_hole_ps.wav,Female,2.2
7882,440,sad,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/OAF_hole_sad.wav,Female,2.6
7883,441,angry,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/OAF_home_angry.wav,Female,1.4
7884,442,disgust,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/OAF_home_disgust.wav,Female,2.4
7885,443,fear,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/OAF_home_fear.wav,Female,1.6
7886,444,happy,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/OAF_home_happy.wav,Female,1.8
7887,445,neutral,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/OAF_home_neutral.wav,Female,2.0
7888,446,surprise,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/OAF_home_ps.wav,Female,1.9
7889,447,sad,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/OAF_home_sad.wav,Female,2.2
7890,448,angry,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/OAF_hurl_angry.wav,Female,1.6
7891,449,disgust,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/OAF_hurl_disgust.wav,Female,2.3
7892,450,fear,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/OAF_hurl_fear.wav,Female,1.4
7893,451,happy,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/OAF_hurl_happy.wav,Female,1.9
7894,452,neutral,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/OAF_hurl_neutral.wav,Female,2.0
7895,453,surprise,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/OAF_hurl_ps.wav,Female,1.8
7896,454,sad,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/OAF_hurl_sad.wav,Female,2.5
7897,455,angry,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/OAF_hush_angry.wav,Female,1.5
7898,456,disgust,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/OAF_hush_disgust.wav,Female,2.6
7899,457,fear,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/OAF_hush_fear.wav,Female,1.5
7900,458,happy,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/OAF_hush_happy.wav,Female,1.9
7901,459,neutral,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/OAF_hush_neutral.wav,Female,2.1
7902,460,surprise,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/OAF_hush_ps.wav,Female,2.0
7903,461,sad,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/OAF_hush_sad.wav,Female,2.7
7904,462,angry,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/OAF_jail_angry.wav,Female,1.5
7905,463,disgust,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/OAF_jail_disgust.wav,Female,2.5
7906,464,fear,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/OAF_jail_fear.wav,Female,1.7
7907,465,happy,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/OAF_jail_happy.wav,Female,1.8
7908,466,neutral,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/OAF_jail_neutral.wav,Female,2.2
7909,467,surprise,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/OAF_jail_ps.wav,Female,2.0
7910,468,sad,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/OAF_jail_sad.wav,Female,2.5
7911,469,angry,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/OAF_jar_angry.wav,Female,1.6
7912,470,disgust,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/OAF_jar_disgust.wav,Female,2.4
7913,471,fear,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/OAF_jar_fear.wav,Female,1.7
7914,472,happy,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/OAF_jar_happy.wav,Female,1.9
7915,473,neutral,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/OAF_jar_neutral.wav,Female,2.1
7916,474,surprise,TESS,/content/drive/MyDrive/Colab Notebooks/almabetter pro materials/Capstone Projects/My Capstone Projects/SER/Data/TESS/OAF_jar_ps.wav,Female,2.0
